RAST_GENE_ID	NCBI_GENE_ID
fiG|1005566.5.peG.2866	yejE
fiG|1005566.5.peG.2867	yejF
fiG|1005566.5.peG.2868	yejG
fiG|1005566.5.peG.2869	bcr
fiG|1005566.5.peG.287	NA
fiG|1005566.5.peG.2870	rsuA
fiG|1005566.5.peG.2871	yejH
fiG|1005566.5.peG.2872	rplY
fiG|1005566.5.peG.2873	yejK
fiG|1005566.5.peG.2874	NA
fiG|1005566.5.peG.2875	yejL
fiG|1005566.5.peG.2876	yejM
fiG|1005566.5.peG.2877	yejO
fiG|1005566.5.peG.2878	dcuC
fiG|1005566.5.peG.2879	narP
fiG|1005566.5.peG.288	yjaA
fiG|1005566.5.peG.2880	ccmH
fiG|1005566.5.peG.2881	ccmG
fiG|1005566.5.peG.2882	ccmF
fiG|1005566.5.peG.2883	ccmE
fiG|1005566.5.peG.2884	ccmD
fiG|1005566.5.peG.2885	ccmC
fiG|1005566.5.peG.2886	ccmB
fiG|1005566.5.peG.2887	ccmA
fiG|1005566.5.peG.2888	napC
fiG|1005566.5.peG.2889	napB
fiG|1005566.5.peG.289	yjaB
fiG|1005566.5.peG.2890	napH
fiG|1005566.5.peG.2891	napG
fiG|1005566.5.peG.2892	napA
fiG|1005566.5.peG.2893	napD
fiG|1005566.5.peG.2894	napF
fiG|1005566.5.peG.2895	NA
fiG|1005566.5.peG.2896	eco
fiG|1005566.5.peG.2897	mqo
fiG|1005566.5.peG.2898	yojI
fiG|1005566.5.peG.2899	alkB
fiG|1005566.5.peG.29	atpD
fiG|1005566.5.peG.290	metA
fiG|1005566.5.peG.2900	ada
fiG|1005566.5.peG.2901	yojL
fiG|1005566.5.peG.2902	ompC
fiG|1005566.5.peG.2903	rcsD
fiG|1005566.5.peG.2904	rcsB
fiG|1005566.5.peG.2905	NA
fiG|1005566.5.peG.2906	atoS
fiG|1005566.5.peG.2907	atoC
fiG|1005566.5.peG.2908	atoD
fiG|1005566.5.peG.2909	atoA
fiG|1005566.5.peG.291	aceB
fiG|1005566.5.peG.2910	atoE
fiG|1005566.5.peG.2911	atoB
fiG|1005566.5.peG.2912	yfaP
fiG|1005566.5.peG.2913	yfaQ
fiG|1005566.5.peG.2914	yfaS
fiG|1005566.5.peG.2915	yfaS
fiG|1005566.5.peG.2916	yfaT
fiG|1005566.5.peG.2917	yfaA
fiG|1005566.5.peG.2918	gyrA
fiG|1005566.5.peG.2919	ubiG
fiG|1005566.5.peG.292	aceA
fiG|1005566.5.peG.2920	yfaL
fiG|1005566.5.peG.2921	nrdA
fiG|1005566.5.peG.2922	nrdB
fiG|1005566.5.peG.2923	yfaE
fiG|1005566.5.peG.2924	inaA
fiG|1005566.5.peG.2925	yfaH
fiG|1005566.5.peG.2926	glpQ
fiG|1005566.5.peG.2927	glpT
fiG|1005566.5.peG.2928	glpA
fiG|1005566.5.peG.2929	glpB
fiG|1005566.5.peG.293	aceK
fiG|1005566.5.peG.2930	glpC
fiG|1005566.5.peG.2931	NA
fiG|1005566.5.peG.2932	yfaD
fiG|1005566.5.peG.2933	ypaA
fiG|1005566.5.peG.2934	yfaU
fiG|1005566.5.peG.2935	yfaV
fiG|1005566.5.peG.2936	yfaW
fiG|1005566.5.peG.2937	yfaX
fiG|1005566.5.peG.2938	yfaY
fiG|1005566.5.peG.2939	yfaZ
fiG|1005566.5.peG.294	arpA
fiG|1005566.5.peG.2940	yfaO
fiG|1005566.5.peG.2941	ais
fiG|1005566.5.peG.2942	yfbE
fiG|1005566.5.peG.2943	yfbF
fiG|1005566.5.peG.2944	yfbG
fiG|1005566.5.peG.2945	yfbH
fiG|1005566.5.peG.2946	arnT
fiG|1005566.5.peG.2947	yfbW
fiG|1005566.5.peG.2948	yfbJ
fiG|1005566.5.peG.2949	pmrD
fiG|1005566.5.peG.295	iclR
fiG|1005566.5.peG.2950	menE
fiG|1005566.5.peG.2951	menC
fiG|1005566.5.peG.2952	NA
fiG|1005566.5.peG.2953	NA
fiG|1005566.5.peG.2954	NA
fiG|1005566.5.peG.2955	menB
fiG|1005566.5.peG.2956	yfbB
fiG|1005566.5.peG.2957	menD
fiG|1005566.5.peG.2958	menF
fiG|1005566.5.peG.2959	elaB
fiG|1005566.5.peG.296	metH
fiG|1005566.5.peG.2960	elaA
fiG|1005566.5.peG.2961	elaC
fiG|1005566.5.peG.2962	NA
fiG|1005566.5.peG.2963	elaD
fiG|1005566.5.peG.2964	yfbK
fiG|1005566.5.peG.2965	yfbL
fiG|1005566.5.peG.2966	yfbM
fiG|1005566.5.peG.2967	yfbN
fiG|1005566.5.peG.2968	yfbO
fiG|1005566.5.peG.2969	yfbP
fiG|1005566.5.peG.297	yjbB
fiG|1005566.5.peG.2970	NA
fiG|1005566.5.peG.2971	nuoM
fiG|1005566.5.peG.2972	nuoL
fiG|1005566.5.peG.2973	nuoK
fiG|1005566.5.peG.2974	nuoJ
fiG|1005566.5.peG.2975	nuoI
fiG|1005566.5.peG.2976	nuoH
fiG|1005566.5.peG.2977	nuoG
fiG|1005566.5.peG.2978	nuoF
fiG|1005566.5.peG.2979	nuoE
fiG|1005566.5.peG.298	pepE
fiG|1005566.5.peG.2980	nuoC
fiG|1005566.5.peG.2981	nuoB
fiG|1005566.5.peG.2982	nuoA
fiG|1005566.5.peG.2983	lrhA
fiG|1005566.5.peG.2984	yfbQ
fiG|1005566.5.peG.2985	yfbR
fiG|1005566.5.peG.2986	yfbS
fiG|1005566.5.peG.2987	yfbT
fiG|1005566.5.peG.2988	yfbU
fiG|1005566.5.peG.2989	yfbV
fiG|1005566.5.peG.299	yjbC
fiG|1005566.5.peG.2990	NA
fiG|1005566.5.peG.2991	ackA
fiG|1005566.5.peG.2992	pta
fiG|1005566.5.peG.2993	yfcC
fiG|1005566.5.peG.2994	yfcD
fiG|1005566.5.peG.2995	yfcE
fiG|1005566.5.peG.2996	yfcF
fiG|1005566.5.peG.2997	yfcG
fiG|1005566.5.peG.2998	folX
fiG|1005566.5.peG.2999	yfcH
fiG|1005566.5.peG.3	yidC
fiG|1005566.5.peG.30	atpG
fiG|1005566.5.peG.300	yjbD
fiG|1005566.5.peG.3000	yfcI
fiG|1005566.5.peG.3001	hisP
fiG|1005566.5.peG.3002	hisM
fiG|1005566.5.peG.3003	hisQ
fiG|1005566.5.peG.3004	hisJ
fiG|1005566.5.peG.3005	argT
fiG|1005566.5.peG.3006	ubiX
fiG|1005566.5.peG.3007	purF
fiG|1005566.5.peG.3008	cvpA
fiG|1005566.5.peG.3009	dedD
fiG|1005566.5.peG.301	lysC
fiG|1005566.5.peG.3010	folC
fiG|1005566.5.peG.3011	accD
fiG|1005566.5.peG.3012	dedA
fiG|1005566.5.peG.3013	truA
fiG|1005566.5.peG.3014	usg
fiG|1005566.5.peG.3015	NA
fiG|1005566.5.peG.3016	pdxB
fiG|1005566.5.peG.3017	flk
fiG|1005566.5.peG.3018	yfcJ
fiG|1005566.5.peG.3019	fabB
fiG|1005566.5.peG.302	pgi
fiG|1005566.5.peG.3020	trmC
fiG|1005566.5.peG.3021	yfcL
fiG|1005566.5.peG.3022	yfcM
fiG|1005566.5.peG.3023	yfcA
fiG|1005566.5.peG.3024	mepA
fiG|1005566.5.peG.3025	aroC
fiG|1005566.5.peG.3026	prmB
fiG|1005566.5.peG.3027	yfcN
fiG|1005566.5.peG.3028	yfcO
fiG|1005566.5.peG.3029	yfcP
fiG|1005566.5.peG.303	yjbE
fiG|1005566.5.peG.3030	yfcQ
fiG|1005566.5.peG.3031	yfcR
fiG|1005566.5.peG.3032	yfcS
fiG|1005566.5.peG.3033	yfcT
fiG|1005566.5.peG.3034	yfcU
fiG|1005566.5.peG.3035	yfcV
fiG|1005566.5.peG.3036	sixA
fiG|1005566.5.peG.3037	yfcX
fiG|1005566.5.peG.3038	yfcY
fiG|1005566.5.peG.3039	yfcZ
fiG|1005566.5.peG.304	yjbF
fiG|1005566.5.peG.3040	fadL
fiG|1005566.5.peG.3041	yfdF
fiG|1005566.5.peG.3042	vacJ
fiG|1005566.5.peG.3043	yfdC
fiG|1005566.5.peG.3044	intS
fiG|1005566.5.peG.3045	insE
fiG|1005566.5.peG.3046	insF
fiG|1005566.5.peG.3047	yfdH
fiG|1005566.5.peG.3048	yfdI
fiG|1005566.5.peG.3049	tfaS
fiG|1005566.5.peG.305	yjbG
fiG|1005566.5.peG.3050	yfdK
fiG|1005566.5.peG.3051	NA
fiG|1005566.5.peG.3052	yfdM
fiG|1005566.5.peG.3053	yfdN
fiG|1005566.5.peG.3054	yfdO
fiG|1005566.5.peG.3055	NA
fiG|1005566.5.peG.3056	yfdP
fiG|1005566.5.peG.3057	yfdQ
fiG|1005566.5.peG.3058	yfdR
fiG|1005566.5.peG.3059	yfdS
fiG|1005566.5.peG.306	yjbH
fiG|1005566.5.peG.3060	yfdT
fiG|1005566.5.peG.3061	torI
fiG|1005566.5.peG.3062	dsdC
fiG|1005566.5.peG.3063	dsdX
fiG|1005566.5.peG.3064	NA
fiG|1005566.5.peG.3065	dsdA
fiG|1005566.5.peG.3066	emrY
fiG|1005566.5.peG.3067	emrK
fiG|1005566.5.peG.3068	evgA
fiG|1005566.5.peG.3069	evgS
fiG|1005566.5.peG.307	NA
fiG|1005566.5.peG.3070	yfdE
fiG|1005566.5.peG.3071	yfdV
fiG|1005566.5.peG.3072	oxc
fiG|1005566.5.peG.3073	frc
fiG|1005566.5.peG.3074	yfdX
fiG|1005566.5.peG.3075	NA
fiG|1005566.5.peG.3076	yfdY
fiG|1005566.5.peG.3077	ddg
fiG|1005566.5.peG.3078	NA
fiG|1005566.5.peG.3079	yfdZ
fiG|1005566.5.peG.308	NA
fiG|1005566.5.peG.3080	ypdA
fiG|1005566.5.peG.3081	ypdB
fiG|1005566.5.peG.3082	ypdC
fiG|1005566.5.peG.3083	ypdD
fiG|1005566.5.peG.3084	ypdE
fiG|1005566.5.peG.3085	ypdF
fiG|1005566.5.peG.3086	ypdG
fiG|1005566.5.peG.3087	ypdH
fiG|1005566.5.peG.3088	glk
fiG|1005566.5.peG.3089	yfeO
fiG|1005566.5.peG.309	yjbA
fiG|1005566.5.peG.3090	ypeC
fiG|1005566.5.peG.3091	mntH
fiG|1005566.5.peG.3092	nupC
fiG|1005566.5.peG.3093	NA
fiG|1005566.5.peG.3094	yfeA
fiG|1005566.5.peG.3095	yfeC
fiG|1005566.5.peG.3096	yfeD
fiG|1005566.5.peG.3097	gltX
fiG|1005566.5.peG.3098	NA
fiG|1005566.5.peG.3099	xapR
fiG|1005566.5.peG.31	atpA
fiG|1005566.5.peG.310	xylE
fiG|1005566.5.peG.3100	NA
fiG|1005566.5.peG.3101	xapB
fiG|1005566.5.peG.3102	xapA
fiG|1005566.5.peG.3103	yfeN
fiG|1005566.5.peG.3104	yfeR
fiG|1005566.5.peG.3105	yfeH
fiG|1005566.5.peG.3106	ypeB
fiG|1005566.5.peG.3107	ligA
fiG|1005566.5.peG.3108	zipA
fiG|1005566.5.peG.3109	cysZ
fiG|1005566.5.peG.311	malG
fiG|1005566.5.peG.3110	cysK
fiG|1005566.5.peG.3111	ptsH
fiG|1005566.5.peG.3112	ptsI
fiG|1005566.5.peG.3113	crr
fiG|1005566.5.peG.3114	pdxK
fiG|1005566.5.peG.3115	yfeK
fiG|1005566.5.peG.3116	yfeS
fiG|1005566.5.peG.3117	cysM
fiG|1005566.5.peG.3118	cysA
fiG|1005566.5.peG.3119	cysW
fiG|1005566.5.peG.312	malF
fiG|1005566.5.peG.3120	cysU
fiG|1005566.5.peG.3121	cysP
fiG|1005566.5.peG.3122	ucpA
fiG|1005566.5.peG.3123	yfeT
fiG|1005566.5.peG.3124	yfeU
fiG|1005566.5.peG.3125	murP
fiG|1005566.5.peG.3126	yfeW
fiG|1005566.5.peG.3127	yfeX
fiG|1005566.5.peG.3128	yfeY
fiG|1005566.5.peG.3129	yfeZ
fiG|1005566.5.peG.313	malE
fiG|1005566.5.peG.3130	ypeA
fiG|1005566.5.peG.3131	amiA
fiG|1005566.5.peG.3132	hemF
fiG|1005566.5.peG.3133	yfeG
fiG|1005566.5.peG.3134	yffI
fiG|1005566.5.peG.3135	eutL
fiG|1005566.5.peG.3136	eutC
fiG|1005566.5.peG.3137	eutB
fiG|1005566.5.peG.3138	eutA
fiG|1005566.5.peG.3139	eutH
fiG|1005566.5.peG.314	malK
fiG|1005566.5.peG.3140	eutG
fiG|1005566.5.peG.3141	eutJ
fiG|1005566.5.peG.3142	eutE
fiG|1005566.5.peG.3143	cchB
fiG|1005566.5.peG.3144	cchA
fiG|1005566.5.peG.3145	eutI
fiG|1005566.5.peG.3146	eutT
fiG|1005566.5.peG.3147	eutQ
fiG|1005566.5.peG.3148	eutP
fiG|1005566.5.peG.3149	ypfE
fiG|1005566.5.peG.315	lamB
fiG|1005566.5.peG.3150	maeB
fiG|1005566.5.peG.3151	talA
fiG|1005566.5.peG.3152	tktB
fiG|1005566.5.peG.3153	ypfG
fiG|1005566.5.peG.3154	yffH
fiG|1005566.5.peG.3155	aegA
fiG|1005566.5.peG.3156	narQ
fiG|1005566.5.peG.3157	acrD
fiG|1005566.5.peG.3158	yffB
fiG|1005566.5.peG.3159	NA
fiG|1005566.5.peG.316	malM
fiG|1005566.5.peG.3160	dapE
fiG|1005566.5.peG.3161	ypfN
fiG|1005566.5.peG.3162	ypfH
fiG|1005566.5.peG.3163	ypfI
fiG|1005566.5.peG.3164	ypfJ
fiG|1005566.5.peG.3165	purC
fiG|1005566.5.peG.3166	nlpB
fiG|1005566.5.peG.3167	dapA
fiG|1005566.5.peG.3168	gcvR
fiG|1005566.5.peG.3169	bcp
fiG|1005566.5.peG.317	NA
fiG|1005566.5.peG.3170	hyfA
fiG|1005566.5.peG.3171	hyfB
fiG|1005566.5.peG.3172	hyfC
fiG|1005566.5.peG.3173	hyfD
fiG|1005566.5.peG.3174	hyfE
fiG|1005566.5.peG.3175	hyfF
fiG|1005566.5.peG.3176	hyfG
fiG|1005566.5.peG.3177	hyfH
fiG|1005566.5.peG.3178	hyfI
fiG|1005566.5.peG.3179	hyfJ
fiG|1005566.5.peG.318	NA
fiG|1005566.5.peG.3180	hyfR
fiG|1005566.5.peG.3181	hyfR
fiG|1005566.5.peG.3182	focB
fiG|1005566.5.peG.3183	yfgO
fiG|1005566.5.peG.3184	yfgC
fiG|1005566.5.peG.3185	yfgD
fiG|1005566.5.peG.3186	hda
fiG|1005566.5.peG.3187	uraA
fiG|1005566.5.peG.3188	upp
fiG|1005566.5.peG.3189	NA
fiG|1005566.5.peG.319	yjbI
fiG|1005566.5.peG.3190	purM
fiG|1005566.5.peG.3191	purN
fiG|1005566.5.peG.3192	ppk
fiG|1005566.5.peG.3193	ppx
fiG|1005566.5.peG.3194	yfgF
fiG|1005566.5.peG.3195	NA
fiG|1005566.5.peG.3196	yfgG
fiG|1005566.5.peG.3197	yfgH
fiG|1005566.5.peG.3198	yfgI
fiG|1005566.5.peG.3199	guaA
fiG|1005566.5.peG.32	atpH
fiG|1005566.5.peG.320	ubiC
fiG|1005566.5.peG.3200	guaB
fiG|1005566.5.peG.3201	NA
fiG|1005566.5.peG.3202	xseA
fiG|1005566.5.peG.3203	yfgJ
fiG|1005566.5.peG.3204	der
fiG|1005566.5.peG.3205	yfgL
fiG|1005566.5.peG.3206	yfgM
fiG|1005566.5.peG.3207	hisS
fiG|1005566.5.peG.3208	ispG
fiG|1005566.5.peG.3209	yfgA
fiG|1005566.5.peG.321	ubiA
fiG|1005566.5.peG.3210	yfgB
fiG|1005566.5.peG.3211	ndk
fiG|1005566.5.peG.3212	pbpC
fiG|1005566.5.peG.3213	NA
fiG|1005566.5.peG.3214	yfhM
fiG|1005566.5.peG.3215	sseA
fiG|1005566.5.peG.3216	NA
fiG|1005566.5.peG.3217	ryfA
fiG|1005566.5.peG.3218	sseB
fiG|1005566.5.peG.3219	pepB
fiG|1005566.5.peG.322	plsB
fiG|1005566.5.peG.3220	yfhJ
fiG|1005566.5.peG.3221	fdx
fiG|1005566.5.peG.3222	hscA
fiG|1005566.5.peG.3223	hscB
fiG|1005566.5.peG.3224	NA
fiG|1005566.5.peG.3225	iscA
fiG|1005566.5.peG.3226	iscU
fiG|1005566.5.peG.3227	iscS
fiG|1005566.5.peG.3228	iscR
fiG|1005566.5.peG.3229	yfhQ
fiG|1005566.5.peG.323	dgkA
fiG|1005566.5.peG.3230	suhB
fiG|1005566.5.peG.3231	yfhR
fiG|1005566.5.peG.3232	csiE
fiG|1005566.5.peG.3233	hcaT
fiG|1005566.5.peG.3234	hcaR
fiG|1005566.5.peG.3235	hcaE
fiG|1005566.5.peG.3236	hcaF
fiG|1005566.5.peG.3237	hcaC
fiG|1005566.5.peG.3238	hcaB
fiG|1005566.5.peG.3239	hcaD
fiG|1005566.5.peG.324	lexA
fiG|1005566.5.peG.3240	yphA
fiG|1005566.5.peG.3241	yphB
fiG|1005566.5.peG.3242	yphC
fiG|1005566.5.peG.3243	yphD
fiG|1005566.5.peG.3244	yphE
fiG|1005566.5.peG.3245	yphF
fiG|1005566.5.peG.3246	yphG
fiG|1005566.5.peG.3247	yphH
fiG|1005566.5.peG.3248	glyA
fiG|1005566.5.peG.3249	hmp
fiG|1005566.5.peG.325	dinF
fiG|1005566.5.peG.3250	glnB
fiG|1005566.5.peG.3251	yfhA
fiG|1005566.5.peG.3252	yfhG
fiG|1005566.5.peG.3253	yfhK
fiG|1005566.5.peG.3254	purL
fiG|1005566.5.peG.3255	yfhD
fiG|1005566.5.peG.3256	tadA
fiG|1005566.5.peG.3257	yfhB
fiG|1005566.5.peG.3258	yfhH
fiG|1005566.5.peG.3259	yfhL
fiG|1005566.5.peG.326	yjbJ
fiG|1005566.5.peG.3260	acpS
fiG|1005566.5.peG.3261	pdxJ
fiG|1005566.5.peG.3262	recO
fiG|1005566.5.peG.3263	era
fiG|1005566.5.peG.3264	rnc
fiG|1005566.5.peG.3265	lepB
fiG|1005566.5.peG.3266	lepA
fiG|1005566.5.peG.3267	rseC
fiG|1005566.5.peG.3268	rseB
fiG|1005566.5.peG.3269	rseA
fiG|1005566.5.peG.327	zur
fiG|1005566.5.peG.3270	rpoE
fiG|1005566.5.peG.3271	nadB
fiG|1005566.5.peG.3272	yfiC
fiG|1005566.5.peG.3273	srmB
fiG|1005566.5.peG.3274	yfiE
fiG|1005566.5.peG.3275	yfiK
fiG|1005566.5.peG.3276	yfiD
fiG|1005566.5.peG.3277	ung
fiG|1005566.5.peG.3278	yfiF
fiG|1005566.5.peG.3279	trxC
fiG|1005566.5.peG.328	yjbL
fiG|1005566.5.peG.3280	yfiP
fiG|1005566.5.peG.3281	yfiQ
fiG|1005566.5.peG.3282	pssA
fiG|1005566.5.peG.3283	yfiM
fiG|1005566.5.peG.3284	kgtP
fiG|1005566.5.peG.3285	clpB
fiG|1005566.5.peG.3286	yfiH
fiG|1005566.5.peG.3287	rluD
fiG|1005566.5.peG.3288	yfiO
fiG|1005566.5.peG.3289	yfiA
fiG|1005566.5.peG.329	yjbM
fiG|1005566.5.peG.3290	pheA
fiG|1005566.5.peG.3291	tyrA
fiG|1005566.5.peG.3292	aroF
fiG|1005566.5.peG.3293	yfiL
fiG|1005566.5.peG.3294	yfiR
fiG|1005566.5.peG.3295	yfiN
fiG|1005566.5.peG.3296	yfiB
fiG|1005566.5.peG.3297	rplS
fiG|1005566.5.peG.3298	trmD
fiG|1005566.5.peG.3299	rimM
fiG|1005566.5.peG.33	atpF
fiG|1005566.5.peG.330	NA
fiG|1005566.5.peG.3300	rpsP
fiG|1005566.5.peG.3301	ffh
fiG|1005566.5.peG.3302	ypjD
fiG|1005566.5.peG.3303	yfjD
fiG|1005566.5.peG.3304	grpE
fiG|1005566.5.peG.3305	NA
fiG|1005566.5.peG.3306	yfjB
fiG|1005566.5.peG.3307	recN
fiG|1005566.5.peG.3308	smpA
fiG|1005566.5.peG.3309	yfjF
fiG|1005566.5.peG.331	yjbN
fiG|1005566.5.peG.3310	yfjG
fiG|1005566.5.peG.3311	smpB
fiG|1005566.5.peG.3312	intA
fiG|1005566.5.peG.3313	NA
fiG|1005566.5.peG.3314	yfjI
fiG|1005566.5.peG.3315	yfjK
fiG|1005566.5.peG.3316	yfjL
fiG|1005566.5.peG.3317	yfjN
fiG|1005566.5.peG.3318	yfjO
fiG|1005566.5.peG.3319	yfjP
fiG|1005566.5.peG.332	yjbO
fiG|1005566.5.peG.3320	yfjQ
fiG|1005566.5.peG.3321	yfjR
fiG|1005566.5.peG.3322	ypjK
fiG|1005566.5.peG.3323	yfjS
fiG|1005566.5.peG.3324	yfjT
fiG|1005566.5.peG.3325	yfjU
fiG|1005566.5.peG.3326	NA
fiG|1005566.5.peG.3327	yfjV
fiG|1005566.5.peG.3328	yfjW
fiG|1005566.5.peG.3329	NA
fiG|1005566.5.peG.333	qor
fiG|1005566.5.peG.3330	yfjX
fiG|1005566.5.peG.3331	yfjY
fiG|1005566.5.peG.3332	yfjZ
fiG|1005566.5.peG.3333	ypjF
fiG|1005566.5.peG.3334	ypjA
fiG|1005566.5.peG.3335	NA
fiG|1005566.5.peG.3336	ypjB
fiG|1005566.5.peG.3337	ypjC
fiG|1005566.5.peG.3338	ygaR
fiG|1005566.5.peG.3339	NA
fiG|1005566.5.peG.334	dnaB
fiG|1005566.5.peG.3340	yqaD
fiG|1005566.5.peG.3341	ygaT
fiG|1005566.5.peG.3342	ygaF
fiG|1005566.5.peG.3343	gabD
fiG|1005566.5.peG.3344	gabT
fiG|1005566.5.peG.3345	gabP
fiG|1005566.5.peG.3346	csiR
fiG|1005566.5.peG.3347	ygaU
fiG|1005566.5.peG.3348	yqaE
fiG|1005566.5.peG.3349	ygaV
fiG|1005566.5.peG.335	alr
fiG|1005566.5.peG.3350	ygaP
fiG|1005566.5.peG.3351	stpA
fiG|1005566.5.peG.3352	ygaW
fiG|1005566.5.peG.3353	ygaC
fiG|1005566.5.peG.3354	ygaM
fiG|1005566.5.peG.3355	nrdH
fiG|1005566.5.peG.3356	nrdI
fiG|1005566.5.peG.3357	nrdE
fiG|1005566.5.peG.3358	nrdF
fiG|1005566.5.peG.3359	proV
fiG|1005566.5.peG.336	tyrB
fiG|1005566.5.peG.3360	proW
fiG|1005566.5.peG.3361	proX
fiG|1005566.5.peG.3362	NA
fiG|1005566.5.peG.3363	ygaX
fiG|1005566.5.peG.3364	ygaY
fiG|1005566.5.peG.3365	ygaZ
fiG|1005566.5.peG.3366	ygaH
fiG|1005566.5.peG.3367	mprA
fiG|1005566.5.peG.3368	NA
fiG|1005566.5.peG.3369	emrA
fiG|1005566.5.peG.337	NA
fiG|1005566.5.peG.3370	emrB
fiG|1005566.5.peG.3371	luxS
fiG|1005566.5.peG.3372	gshA
fiG|1005566.5.peG.3373	yqaA
fiG|1005566.5.peG.3374	yqaB
fiG|1005566.5.peG.3375	csrA
fiG|1005566.5.peG.3376	insC
fiG|1005566.5.peG.3377	insD
fiG|1005566.5.peG.3378	alaS
fiG|1005566.5.peG.3379	NA
fiG|1005566.5.peG.338	NA
fiG|1005566.5.peG.3380	NA
fiG|1005566.5.peG.3381	recX
fiG|1005566.5.peG.3382	recA
fiG|1005566.5.peG.3383	ygaD
fiG|1005566.5.peG.3384	mltB
fiG|1005566.5.peG.3385	srlA
fiG|1005566.5.peG.3386	srlE
fiG|1005566.5.peG.3387	srlB
fiG|1005566.5.peG.3388	srlD
fiG|1005566.5.peG.3389	gutM
fiG|1005566.5.peG.339	NA
fiG|1005566.5.peG.3390	srlR
fiG|1005566.5.peG.3391	gutQ
fiG|1005566.5.peG.3392	norR
fiG|1005566.5.peG.3393	norV
fiG|1005566.5.peG.3394	norW
fiG|1005566.5.peG.3395	hypF
fiG|1005566.5.peG.3396	hydN
fiG|1005566.5.peG.3397	NA
fiG|1005566.5.peG.3398	ascG
fiG|1005566.5.peG.3399	ascF
fiG|1005566.5.peG.34	atpE
fiG|1005566.5.peG.340	aphA
fiG|1005566.5.peG.3400	ascB
fiG|1005566.5.peG.3401	hycI
fiG|1005566.5.peG.3402	hycH
fiG|1005566.5.peG.3403	hycG
fiG|1005566.5.peG.3404	hycF
fiG|1005566.5.peG.3405	hycE
fiG|1005566.5.peG.3406	hycD
fiG|1005566.5.peG.3407	hycC
fiG|1005566.5.peG.3408	hycB
fiG|1005566.5.peG.3409	hycA
fiG|1005566.5.peG.341	yjbQ
fiG|1005566.5.peG.3410	hypA
fiG|1005566.5.peG.3411	hypB
fiG|1005566.5.peG.3412	hypC
fiG|1005566.5.peG.3413	hypD
fiG|1005566.5.peG.3414	hypE
fiG|1005566.5.peG.3415	fhlA
fiG|1005566.5.peG.3416	ygbA
fiG|1005566.5.peG.3417	NA
fiG|1005566.5.peG.3418	mutS
fiG|1005566.5.peG.3419	pphB
fiG|1005566.5.peG.342	yjbR
fiG|1005566.5.peG.3420	ygbI
fiG|1005566.5.peG.3421	ygbJ
fiG|1005566.5.peG.3422	ygbK
fiG|1005566.5.peG.3423	ygbL
fiG|1005566.5.peG.3424	ygbM
fiG|1005566.5.peG.3425	ygbN
fiG|1005566.5.peG.3426	rpoS
fiG|1005566.5.peG.3427	nlpD
fiG|1005566.5.peG.3428	pcm
fiG|1005566.5.peG.3429	surE
fiG|1005566.5.peG.343	uvrA
fiG|1005566.5.peG.3430	truD
fiG|1005566.5.peG.3431	ispF
fiG|1005566.5.peG.3432	ispD
fiG|1005566.5.peG.3433	NA
fiG|1005566.5.peG.3434	ftsB
fiG|1005566.5.peG.3435	ygbE
fiG|1005566.5.peG.3436	cysC
fiG|1005566.5.peG.3437	cysN
fiG|1005566.5.peG.3438	cysD
fiG|1005566.5.peG.3439	iap
fiG|1005566.5.peG.344	ssb
fiG|1005566.5.peG.3440	NA
fiG|1005566.5.peG.3441	NA
fiG|1005566.5.peG.3442	ygbF
fiG|1005566.5.peG.3443	ygbT
fiG|1005566.5.peG.3444	ygcH
fiG|1005566.5.peG.3445	ygcJ
fiG|1005566.5.peG.3446	ygcK
fiG|1005566.5.peG.3447	ygcL
fiG|1005566.5.peG.3448	NA
fiG|1005566.5.peG.3449	ygcB
fiG|1005566.5.peG.345	yjcB
fiG|1005566.5.peG.3450	cysH
fiG|1005566.5.peG.3451	cysI
fiG|1005566.5.peG.3452	cysJ
fiG|1005566.5.peG.3453	ygcM
fiG|1005566.5.peG.3454	ygcN
fiG|1005566.5.peG.3455	ygcO
fiG|1005566.5.peG.3456	ygcP
fiG|1005566.5.peG.3457	ygcQ
fiG|1005566.5.peG.3458	ygcR
fiG|1005566.5.peG.3459	ygcS
fiG|1005566.5.peG.346	yjcC
fiG|1005566.5.peG.3460	ygcU
fiG|1005566.5.peG.3461	ygcW
fiG|1005566.5.peG.3462	yqcE
fiG|1005566.5.peG.3463	ygcE
fiG|1005566.5.peG.3464	NA
fiG|1005566.5.peG.3465	NA
fiG|1005566.5.peG.3466	ygcF
fiG|1005566.5.peG.3467	NA
fiG|1005566.5.peG.3468	ygcG
fiG|1005566.5.peG.3469	eno
fiG|1005566.5.peG.347	soxS
fiG|1005566.5.peG.3470	pyrG
fiG|1005566.5.peG.3471	mazG
fiG|1005566.5.peG.3472	chpA
fiG|1005566.5.peG.3473	chpR
fiG|1005566.5.peG.3474	relA
fiG|1005566.5.peG.3475	rumA
fiG|1005566.5.peG.3476	barA
fiG|1005566.5.peG.3477	gudD
fiG|1005566.5.peG.3478	gudX
fiG|1005566.5.peG.3479	gudP
fiG|1005566.5.peG.348	soxR
fiG|1005566.5.peG.3480	yqcA
fiG|1005566.5.peG.3481	yqcB
fiG|1005566.5.peG.3482	yqcC
fiG|1005566.5.peG.3483	syd
fiG|1005566.5.peG.3484	yqcD
fiG|1005566.5.peG.3485	ygdH
fiG|1005566.5.peG.3486	sdaC
